case,ordinal,address,element_size,alignment,offset,extent,column_capacity,mod64,mod4096,mod65536,next_stride,next_gap,field_path
1,0,6077379444736,8,64,0,524288,65536,0,0,0,524288,0,positions0.xs
1,1,6077379969024,8,64,524288,524288,65536,0,0,0,524288,0,positions0.ys
1,2,6077380493312,8,64,1048576,524288,65536,0,0,0,524288,0,positions0.zs
1,3,6077381017600,8,64,1572864,524288,65536,0,0,0,524288,0,velocities0.xs
1,4,6077381541888,8,64,2097152,524288,65536,0,0,0,524288,0,velocities0.ys
1,5,6077382066176,8,64,2621440,524288,65536,0,0,0,524288,0,velocities0.zs
1,6,6077382590464,8,64,3145728,524288,65536,0,0,0,524288,0,positions1.xs
1,7,6077383114752,8,64,3670016,524288,65536,0,0,0,524288,0,positions1.ys
1,8,6077383639040,8,64,4194304,524288,65536,0,0,0,524288,0,positions1.zs
1,9,6077384163328,8,64,4718592,524288,65536,0,0,0,524288,0,velocities1.xs
1,10,6077384687616,8,64,5242880,524288,65536,0,0,0,524288,0,velocities1.ys
1,11,6077385211904,8,64,5767168,524288,65536,0,0,0,524288,0,velocities1.zs
1,12,6077385736192,8,64,6291456,524288,65536,0,0,0,524288,0,positions2.xs
1,13,6077386260480,8,64,6815744,524288,65536,0,0,0,524288,0,positions2.ys
1,14,6077386784768,8,64,7340032,524288,65536,0,0,0,524288,0,positions2.zs
1,15,6077387309056,8,64,7864320,524288,65536,0,0,0,524288,0,velocities2.xs
1,16,6077387833344,8,64,8388608,524288,65536,0,0,0,524288,0,velocities2.ys
1,17,6077388357632,8,64,8912896,524288,65536,0,0,0,524288,0,velocities2.zs
1,18,6077388881920,8,64,9437184,524288,65536,0,0,0,524288,0,positions3.xs
1,19,6077389406208,8,64,9961472,524288,65536,0,0,0,524288,0,positions3.ys
1,20,6077389930496,8,64,10485760,524288,65536,0,0,0,524288,0,positions3.zs
1,21,6077390454784,8,64,11010048,524288,65536,0,0,0,524288,0,velocities3.xs
1,22,6077390979072,8,64,11534336,524288,65536,0,0,0,524288,0,velocities3.ys
1,23,6077391503360,8,64,12058624,524288,65536,0,0,0,,,velocities3.zs
2,0,2443568676864,8,64,0,524288,65536,0,0,0,524480,192,positions0.xs
2,1,2443569201344,8,64,524480,524288,65536,0,192,192,524480,192,positions0.ys
2,2,2443569725824,8,64,1048960,524288,65536,0,384,384,524480,192,positions0.zs
2,3,2443570250304,8,64,1573440,524288,65536,0,576,576,524480,192,velocities0.xs
2,4,2443570774784,8,64,2097920,524288,65536,0,768,768,524480,192,velocities0.ys
2,5,2443571299264,8,64,2622400,524288,65536,0,960,960,524480,192,velocities0.zs
2,6,2443571823744,8,64,3146880,524288,65536,0,1152,1152,524480,192,positions1.xs
2,7,2443572348224,8,64,3671360,524288,65536,0,1344,1344,524480,192,positions1.ys
2,8,2443572872704,8,64,4195840,524288,65536,0,1536,1536,524480,192,positions1.zs
2,9,2443573397184,8,64,4720320,524288,65536,0,1728,1728,524480,192,velocities1.xs
2,10,2443573921664,8,64,5244800,524288,65536,0,1920,1920,524480,192,velocities1.ys
2,11,2443574446144,8,64,5769280,524288,65536,0,2112,2112,524480,192,velocities1.zs
2,12,2443574970624,8,64,6293760,524288,65536,0,2304,2304,524480,192,positions2.xs
2,13,2443575495104,8,64,6818240,524288,65536,0,2496,2496,524480,192,positions2.ys
2,14,2443576019584,8,64,7342720,524288,65536,0,2688,2688,524480,192,positions2.zs
2,15,2443576544064,8,64,7867200,524288,65536,0,2880,2880,524480,192,velocities2.xs
2,16,2443577068544,8,64,8391680,524288,65536,0,3072,3072,524480,192,velocities2.ys
2,17,2443577593024,8,64,8916160,524288,65536,0,3264,3264,524480,192,velocities2.zs
2,18,2443578117504,8,64,9440640,524288,65536,0,3456,3456,524480,192,positions3.xs
2,19,2443578641984,8,64,9965120,524288,65536,0,3648,3648,524480,192,positions3.ys
2,20,2443579166464,8,64,10489600,524288,65536,0,3840,3840,524480,192,positions3.zs
2,21,2443579690944,8,64,11014080,524288,65536,0,4032,4032,524480,192,velocities3.xs
2,22,2443580215424,8,64,11538560,524288,65536,0,128,4224,524480,192,velocities3.ys
2,23,2443580739904,8,64,12063040,524288,65536,0,320,4416,,,velocities3.zs
3,0,3615557877760,8,64,0,1048576,131072,0,0,0,1048640,64,positions0.xs
3,1,3615558926400,8,64,1048640,1048576,131072,0,64,64,1048640,64,positions0.ys
3,2,3615559975040,8,64,2097280,1048576,131072,0,128,128,1048640,64,positions0.zs
3,3,3615561023680,8,64,3145920,1048576,131072,0,192,192,1048640,64,velocities0.xs
3,4,3615562072320,8,64,4194560,1048576,131072,0,256,256,1048640,64,velocities0.ys
3,5,3615563120960,8,64,5243200,1048576,131072,0,320,320,1048640,64,velocities0.zs
3,6,3615564169600,8,64,6291840,1048576,131072,0,384,384,1048640,64,positions1.xs
3,7,3615565218240,8,64,7340480,1048576,131072,0,448,448,1048640,64,positions1.ys
3,8,3615566266880,8,64,8389120,1048576,131072,0,512,512,1048640,64,positions1.zs
3,9,3615567315520,8,64,9437760,1048576,131072,0,576,576,1048640,64,velocities1.xs
3,10,3615568364160,8,64,10486400,1048576,131072,0,640,640,1048640,64,velocities1.ys
3,11,3615569412800,8,64,11535040,1048576,131072,0,704,704,1048640,64,velocities1.zs
3,12,3615570461440,8,64,12583680,1048576,131072,0,768,768,1048640,64,positions2.xs
3,13,3615571510080,8,64,13632320,1048576,131072,0,832,832,1048640,64,positions2.ys
3,14,3615572558720,8,64,14680960,1048576,131072,0,896,896,1048640,64,positions2.zs
3,15,3615573607360,8,64,15729600,1048576,131072,0,960,960,1048640,64,velocities2.xs
3,16,3615574656000,8,64,16778240,1048576,131072,0,1024,1024,1048640,64,velocities2.ys
3,17,3615575704640,8,64,17826880,1048576,131072,0,1088,1088,1048640,64,velocities2.zs
3,18,3615576753280,8,64,18875520,1048576,131072,0,1152,1152,1048640,64,positions3.xs
3,19,3615577801920,8,64,19924160,1048576,131072,0,1216,1216,1048640,64,positions3.ys
3,20,3615578850560,8,64,20972800,1048576,131072,0,1280,1280,1048640,64,positions3.zs
3,21,3615579899200,8,64,22021440,1048576,131072,0,1344,1344,1048640,64,velocities3.xs
3,22,3615580947840,8,64,23070080,1048576,131072,0,1408,1408,1048640,64,velocities3.ys
3,23,3615581996480,8,64,24118720,1048576,131072,0,1472,1472,,,velocities3.zs
4,0,6382858993664,8,64,0,800256,100032,0,0,0,800320,64,entity_handles
4,1,6382859793984,4,64,800320,400128,100032,0,1600,13888,400192,64,integral_biases
4,2,6382860194176,4,64,1200512,400128,100032,0,384,20864,400192,64,float_biases
4,3,6382860594368,1,64,1600704,100032,100032,0,3264,27840,100096,64,tasks
4,4,6382860694464,4,64,1700800,400128,100032,0,960,62400,400192,64,locations.xs
4,5,6382861094656,4,64,2100992,400128,100032,0,3840,3840,400192,64,locations.ys
4,6,6382861494848,4,64,2501184,400128,100032,0,2624,10816,400192,64,locations.zs
4,7,6382861895040,4,64,2901376,400128,100032,0,1408,17792,400192,64,desired_move_locations.xs
4,8,6382862295232,4,64,3301568,400128,100032,0,192,24768,400192,64,desired_move_locations.ys
4,9,6382862695424,4,64,3701760,400128,100032,0,3072,31744,400192,64,desired_move_locations.zs
4,10,6382863095616,4,64,4101952,400128,100032,0,1856,38720,400192,64,aim_directions.xs
4,11,6382863495808,4,64,4502144,400128,100032,0,640,45696,400192,64,aim_directions.ys
4,12,6382863896000,4,64,4902336,400128,100032,0,3520,52672,400192,64,aim_directions.zs
4,13,6382864296192,4,64,5302528,400128,100032,0,2304,59648,400192,64,desired_aiming_directions.xs
4,14,6382864696384,4,64,5702720,400128,100032,0,1088,1088,400192,64,desired_aiming_directions.ys
4,15,6382865096576,4,64,6102912,400128,100032,0,3968,8064,400192,64,desired_aiming_directions.zs
4,16,6382865496768,4,64,6503104,400128,100032,0,2752,15040,400192,64,movement_directions.xs
4,17,6382865896960,4,64,6903296,400128,100032,0,1536,22016,400192,64,movement_directions.ys
4,18,6382866297152,4,64,7303488,400128,100032,0,320,28992,400192,64,movement_directions.zs
4,19,6382866697344,4,64,7703680,400128,100032,0,3200,35968,400192,64,velocities.xs
4,20,6382867097536,4,64,8103872,400128,100032,0,1984,42944,400192,64,velocities.ys
4,21,6382867497728,4,64,8504064,400128,100032,0,768,49920,400192,64,velocities.zs
4,22,6382867897920,4,64,8904256,400128,100032,0,3648,56896,400192,64,move_distances
4,23,6382868298112,4,64,9304448,400128,100032,0,2432,63872,400192,64,speeds
4,24,6382868698304,1,64,9704640,100032,100032,0,1216,5312,100096,64,teams
4,25,6382868798400,4,64,9804736,400128,100032,0,3008,39872,400192,64,healths
4,26,6382869198592,8,64,10204928,800256,100032,0,1792,46848,800320,64,parent_handles
4,27,6382869998912,1,64,11005248,100032,100032,0,3392,60736,100096,64,awareness_scan_countdowns.counters
4,28,6382870099008,2,64,11105344,200064,100032,0,1088,29760,200128,64,navigation_update_countdowns.remaining_ticks
4,29,6382870299136,2,64,11305472,200064,100032,0,512,33280,200128,64,navigation_update_countdowns.periods
4,30,6382870499264,4,64,11505600,400128,100032,0,4032,36800,400192,64,separation_steering.xs
4,31,6382870899456,4,64,11905792,400128,100032,0,2816,43776,400192,64,separation_steering.ys
4,32,6382871299648,4,64,12305984,400128,100032,0,1600,50752,400192,64,separation_steering.zs
4,33,6382871699840,1,64,12706176,100032,100032,0,384,57728,100096,64,navigation_risk_tiers
4,34,6382871799936,1,64,12806272,100032,100032,0,2176,26752,100096,64,navigation_lower_risk_scan_counts
4,35,6382871900032,1,64,12906368,100032,100032,0,3968,61312,100096,64,avoidance_choice_indices
4,36,6382872000128,1,64,13006464,100032,100032,0,1664,30336,100096,64,avoidance_clear_scan_counts
4,37,6382872100224,2,64,13106560,200064,100032,0,3456,64896,200128,64,attack_reposition_countdowns.counters
4,38,6382872300352,2,64,13306688,200064,100032,0,2880,2880,200128,64,attack_cooldowns.counters
4,39,6382872500480,8,64,13506816,800256,100032,0,2304,6400,800320,64,target_handles
4,40,6382873300800,4,64,14307136,400128,100032,0,3904,20288,400192,64,target_locations.xs
4,41,6382873700992,4,64,14707328,400128,100032,0,2688,27264,400192,64,target_locations.ys
4,42,6382874101184,4,64,15107520,400128,100032,0,1472,34240,400192,64,target_locations.zs
4,43,6382874501376,4,64,15507712,400128,100032,0,256,41216,400192,64,target_velocities.xs
4,44,6382874901568,4,64,15907904,400128,100032,0,3136,48192,400192,64,target_velocities.ys
4,45,6382875301760,4,64,16308096,400128,100032,0,1920,55168,400192,64,target_velocities.zs
4,46,6382875701952,4,64,16708288,400128,100032,0,704,62144,400192,64,target_directions.xs
4,47,6382876102144,4,64,17108480,400128,100032,0,3584,3584,400192,64,target_directions.ys
4,48,6382876502336,4,64,17508672,400128,100032,0,2368,10560,400192,64,target_directions.zs
4,49,6382876902528,4,64,17908864,400128,100032,0,1152,17536,400192,64,intercept_times
4,50,6382877302720,4,64,18309056,400128,100032,0,4032,24512,400192,64,target_distance_sq
4,51,6382877702912,4,64,18709248,400128,100032,0,2816,31488,400192,64,target_distances
4,52,6382878103104,4,64,19109440,400128,100032,0,1600,38464,,,target_radii
5,0,6151736066048,8,64,0,1048576,131072,0,0,0,1048640,64,positions0.xs
5,1,6151737114688,8,64,1048640,1048576,131072,0,64,64,1048640,64,positions0.ys
5,2,6151738163328,8,64,2097280,1048576,131072,0,128,128,1048640,64,positions0.zs
5,3,6151739211968,8,64,3145920,1048576,131072,0,192,192,1048640,64,velocities0.xs
5,4,6151740260608,8,64,4194560,1048576,131072,0,256,256,1048640,64,velocities0.ys
5,5,6151741309248,8,64,5243200,1048576,131072,0,320,320,1048640,64,velocities0.zs
5,6,6151742357888,8,64,6291840,1048576,131072,0,384,384,1048640,64,positions1.xs
5,7,6151743406528,8,64,7340480,1048576,131072,0,448,448,1048640,64,positions1.ys
5,8,6151744455168,8,64,8389120,1048576,131072,0,512,512,1048640,64,positions1.zs
5,9,6151745503808,8,64,9437760,1048576,131072,0,576,576,1048640,64,velocities1.xs
5,10,6151746552448,8,64,10486400,1048576,131072,0,640,640,1048640,64,velocities1.ys
5,11,6151747601088,8,64,11535040,1048576,131072,0,704,704,1048640,64,velocities1.zs
5,12,6151748649728,8,64,12583680,1048576,131072,0,768,768,1048640,64,positions2.xs
5,13,6151749698368,8,64,13632320,1048576,131072,0,832,832,1048640,64,positions2.ys
5,14,6151750747008,8,64,14680960,1048576,131072,0,896,896,1048640,64,positions2.zs
5,15,6151751795648,8,64,15729600,1048576,131072,0,960,960,1048640,64,velocities2.xs
5,16,6151752844288,8,64,16778240,1048576,131072,0,1024,1024,1048640,64,velocities2.ys
5,17,6151753892928,8,64,17826880,1048576,131072,0,1088,1088,1048640,64,velocities2.zs
5,18,6151754941568,8,64,18875520,1048576,131072,0,1152,1152,1048640,64,positions3.xs
5,19,6151755990208,8,64,19924160,1048576,131072,0,1216,1216,1048640,64,positions3.ys
5,20,6151757038848,8,64,20972800,1048576,131072,0,1280,1280,1048640,64,positions3.zs
5,21,6151758087488,8,64,22021440,1048576,131072,0,1344,1344,1048640,64,velocities3.xs
5,22,6151759136128,8,64,23070080,1048576,131072,0,1408,1408,1048640,64,velocities3.ys
5,23,6151760184768,8,64,24118720,1048576,131072,0,1472,1472,,,velocities3.zs
6,0,2290292031488,8,64,0,600064,75008,0,0,0,600064,0,entity_handles
6,1,2290292631552,4,64,600064,300032,75008,0,2048,10240,300032,0,integral_biases
6,2,2290292931584,4,64,900096,300032,75008,0,3072,48128,300032,0,float_biases
6,3,2290293231616,1,64,1200128,75008,75008,0,0,20480,75008,0,tasks
6,4,2290293306624,4,64,1275136,300032,75008,0,1280,29952,300032,0,locations.xs
6,5,2290293606656,4,64,1575168,300032,75008,0,2304,2304,300032,0,locations.ys
6,6,2290293906688,4,64,1875200,300032,75008,0,3328,40192,300032,0,locations.zs
6,7,2290294206720,4,64,2175232,300032,75008,0,256,12544,300032,0,desired_move_locations.xs
6,8,2290294506752,4,64,2475264,300032,75008,0,1280,50432,300032,0,desired_move_locations.ys
6,9,2290294806784,4,64,2775296,300032,75008,0,2304,22784,300032,0,desired_move_locations.zs
6,10,2290295106816,4,64,3075328,300032,75008,0,3328,60672,300032,0,aim_directions.xs
6,11,2290295406848,4,64,3375360,300032,75008,0,256,33024,300032,0,aim_directions.ys
6,12,2290295706880,4,64,3675392,300032,75008,0,1280,5376,300032,0,aim_directions.zs
6,13,2290296006912,4,64,3975424,300032,75008,0,2304,43264,300032,0,desired_aiming_directions.xs
6,14,2290296306944,4,64,4275456,300032,75008,0,3328,15616,300032,0,desired_aiming_directions.ys
6,15,2290296606976,4,64,4575488,300032,75008,0,256,53504,300032,0,desired_aiming_directions.zs
6,16,2290296907008,4,64,4875520,300032,75008,0,1280,25856,300032,0,movement_directions.xs
6,17,2290297207040,4,64,5175552,300032,75008,0,2304,63744,300032,0,movement_directions.ys
6,18,2290297507072,4,64,5475584,300032,75008,0,3328,36096,300032,0,movement_directions.zs
6,19,2290297807104,4,64,5775616,300032,75008,0,256,8448,300032,0,velocities.xs
6,20,2290298107136,4,64,6075648,300032,75008,0,1280,46336,300032,0,velocities.ys
6,21,2290298407168,4,64,6375680,300032,75008,0,2304,18688,300032,0,velocities.zs
6,22,2290298707200,4,64,6675712,300032,75008,0,3328,56576,300032,0,move_distances
6,23,2290299007232,4,64,6975744,300032,75008,0,256,28928,300032,0,speeds
6,24,2290299307264,1,64,7275776,75008,75008,0,1280,1280,75008,0,teams
6,25,2290299382272,4,64,7350784,300032,75008,0,2560,10752,300032,0,healths
6,26,2290299682304,8,64,7650816,600064,75008,0,3584,48640,600064,0,parent_handles
6,27,2290300282368,1,64,8250880,75008,75008,0,1536,58880,75008,0,awareness_scan_countdowns.counters
6,28,2290300357376,2,64,8325888,150016,75008,0,2816,2816,150016,0,navigation_update_countdowns.remaining_ticks
6,29,2290300507392,2,64,8475904,150016,75008,0,1280,21760,150016,0,navigation_update_countdowns.periods
6,30,2290300657408,4,64,8625920,300032,75008,0,3840,40704,300032,0,separation_steering.xs
6,31,2290300957440,4,64,8925952,300032,75008,0,768,13056,300032,0,separation_steering.ys
6,32,2290301257472,4,64,9225984,300032,75008,0,1792,50944,300032,0,separation_steering.zs
6,33,2290301557504,1,64,9526016,75008,75008,0,2816,23296,75008,0,navigation_risk_tiers
6,34,2290301632512,1,64,9601024,75008,75008,0,0,32768,75008,0,navigation_lower_risk_scan_counts
6,35,2290301707520,1,64,9676032,75008,75008,0,1280,42240,75008,0,avoidance_choice_indices
6,36,2290301782528,1,64,9751040,75008,75008,0,2560,51712,75008,0,avoidance_clear_scan_counts
6,37,2290301857536,2,64,9826048,150016,75008,0,3840,61184,150016,0,attack_reposition_countdowns.counters
6,38,2290302007552,2,64,9976064,150016,75008,0,2304,14592,150016,0,attack_cooldowns.counters
6,39,2290302157568,8,64,10126080,600064,75008,0,768,33536,600064,0,target_handles
6,40,2290302757632,4,64,10726144,300032,75008,0,2816,43776,300032,0,target_locations.xs
6,41,2290303057664,4,64,11026176,300032,75008,0,3840,16128,300032,0,target_locations.ys
6,42,2290303357696,4,64,11326208,300032,75008,0,768,54016,300032,0,target_locations.zs
6,43,2290303657728,4,64,11626240,300032,75008,0,1792,26368,300032,0,target_velocities.xs
6,44,2290303957760,4,64,11926272,300032,75008,0,2816,64256,300032,0,target_velocities.ys
6,45,2290304257792,4,64,12226304,300032,75008,0,3840,36608,300032,0,target_velocities.zs
6,46,2290304557824,4,64,12526336,300032,75008,0,768,8960,300032,0,target_directions.xs
6,47,2290304857856,4,64,12826368,300032,75008,0,1792,46848,300032,0,target_directions.ys
6,48,2290305157888,4,64,13126400,300032,75008,0,2816,19200,300032,0,target_directions.zs
6,49,2290305457920,4,64,13426432,300032,75008,0,3840,57088,300032,0,intercept_times
6,50,2290305757952,4,64,13726464,300032,75008,0,768,29440,300032,0,target_distance_sq
6,51,2290306057984,4,64,14026496,300032,75008,0,1792,1792,300032,0,target_distances
6,52,2290306358016,4,64,14326528,300032,75008,0,2816,39680,,,target_radii
7,0,4605816274944,8,64,0,524288,65536,0,0,0,524352,64,positions0.xs
7,1,4605816799296,8,64,524352,524288,65536,0,64,64,524352,64,positions0.ys
7,2,4605817323648,8,64,1048704,524288,65536,0,128,128,524352,64,positions0.zs
7,3,4605817848000,8,64,1573056,524288,65536,0,192,192,524352,64,velocities0.xs
7,4,4605818372352,8,64,2097408,524288,65536,0,256,256,524352,64,velocities0.ys
7,5,4605818896704,8,64,2621760,524288,65536,0,320,320,524352,64,velocities0.zs
7,6,4605819421056,8,64,3146112,524288,65536,0,384,384,524352,64,positions1.xs
7,7,4605819945408,8,64,3670464,524288,65536,0,448,448,524352,64,positions1.ys
7,8,4605820469760,8,64,4194816,524288,65536,0,512,512,524352,64,positions1.zs
7,9,4605820994112,8,64,4719168,524288,65536,0,576,576,524352,64,velocities1.xs
7,10,4605821518464,8,64,5243520,524288,65536,0,640,640,524352,64,velocities1.ys
7,11,4605822042816,8,64,5767872,524288,65536,0,704,704,524352,64,velocities1.zs
7,12,4605822567168,8,64,6292224,524288,65536,0,768,768,524352,64,positions2.xs
7,13,4605823091520,8,64,6816576,524288,65536,0,832,832,524352,64,positions2.ys
7,14,4605823615872,8,64,7340928,524288,65536,0,896,896,524352,64,positions2.zs
7,15,4605824140224,8,64,7865280,524288,65536,0,960,960,524352,64,velocities2.xs
7,16,4605824664576,8,64,8389632,524288,65536,0,1024,1024,524352,64,velocities2.ys
7,17,4605825188928,8,64,8913984,524288,65536,0,1088,1088,524352,64,velocities2.zs
7,18,4605825713280,8,64,9438336,524288,65536,0,1152,1152,524352,64,positions3.xs
7,19,4605826237632,8,64,9962688,524288,65536,0,1216,1216,524352,64,positions3.ys
7,20,4605826761984,8,64,10487040,524288,65536,0,1280,1280,524352,64,positions3.zs
7,21,4605827286336,8,64,11011392,524288,65536,0,1344,1344,524352,64,velocities3.xs
7,22,4605827810688,8,64,11535744,524288,65536,0,1408,1408,524352,64,velocities3.ys
7,23,4605828335040,8,64,12060096,524288,65536,0,1472,1472,,,velocities3.zs
8,0,4948339916800,8,64,0,800256,100032,0,0,0,800320,64,entity_handles
8,1,4948340717120,4,64,800320,400128,100032,0,1600,13888,400192,64,integral_biases
8,2,4948341117312,4,64,1200512,400128,100032,0,384,20864,400192,64,float_biases
8,3,4948341517504,1,64,1600704,100032,100032,0,3264,27840,100096,64,tasks
8,4,4948341617600,4,64,1700800,400128,100032,0,960,62400,400192,64,locations.xs
8,5,4948342017792,4,64,2100992,400128,100032,0,3840,3840,400192,64,locations.ys
8,6,4948342417984,4,64,2501184,400128,100032,0,2624,10816,400192,64,locations.zs
8,7,4948342818176,4,64,2901376,400128,100032,0,1408,17792,400192,64,desired_move_locations.xs
8,8,4948343218368,4,64,3301568,400128,100032,0,192,24768,400192,64,desired_move_locations.ys
8,9,4948343618560,4,64,3701760,400128,100032,0,3072,31744,400192,64,desired_move_locations.zs
8,10,4948344018752,4,64,4101952,400128,100032,0,1856,38720,400192,64,aim_directions.xs
8,11,4948344418944,4,64,4502144,400128,100032,0,640,45696,400192,64,aim_directions.ys
8,12,4948344819136,4,64,4902336,400128,100032,0,3520,52672,400192,64,aim_directions.zs
8,13,4948345219328,4,64,5302528,400128,100032,0,2304,59648,400192,64,desired_aiming_directions.xs
8,14,4948345619520,4,64,5702720,400128,100032,0,1088,1088,400192,64,desired_aiming_directions.ys
8,15,4948346019712,4,64,6102912,400128,100032,0,3968,8064,400192,64,desired_aiming_directions.zs
8,16,4948346419904,4,64,6503104,400128,100032,0,2752,15040,400192,64,movement_directions.xs
8,17,4948346820096,4,64,6903296,400128,100032,0,1536,22016,400192,64,movement_directions.ys
8,18,4948347220288,4,64,7303488,400128,100032,0,320,28992,400192,64,movement_directions.zs
8,19,4948347620480,4,64,7703680,400128,100032,0,3200,35968,400192,64,velocities.xs
8,20,4948348020672,4,64,8103872,400128,100032,0,1984,42944,400192,64,velocities.ys
8,21,4948348420864,4,64,8504064,400128,100032,0,768,49920,400192,64,velocities.zs
8,22,4948348821056,4,64,8904256,400128,100032,0,3648,56896,400192,64,move_distances
8,23,4948349221248,4,64,9304448,400128,100032,0,2432,63872,400192,64,speeds
8,24,4948349621440,1,64,9704640,100032,100032,0,1216,5312,100096,64,teams
8,25,4948349721536,4,64,9804736,400128,100032,0,3008,39872,400192,64,healths
8,26,4948350121728,8,64,10204928,800256,100032,0,1792,46848,800320,64,parent_handles
8,27,4948350922048,1,64,11005248,100032,100032,0,3392,60736,100096,64,awareness_scan_countdowns.counters
8,28,4948351022144,2,64,11105344,200064,100032,0,1088,29760,200128,64,navigation_update_countdowns.remaining_ticks
8,29,4948351222272,2,64,11305472,200064,100032,0,512,33280,200128,64,navigation_update_countdowns.periods
8,30,4948351422400,4,64,11505600,400128,100032,0,4032,36800,400192,64,separation_steering.xs
8,31,4948351822592,4,64,11905792,400128,100032,0,2816,43776,400192,64,separation_steering.ys
8,32,4948352222784,4,64,12305984,400128,100032,0,1600,50752,400192,64,separation_steering.zs
8,33,4948352622976,1,64,12706176,100032,100032,0,384,57728,100096,64,navigation_risk_tiers
8,34,4948352723072,1,64,12806272,100032,100032,0,2176,26752,100096,64,navigation_lower_risk_scan_counts
8,35,4948352823168,1,64,12906368,100032,100032,0,3968,61312,100096,64,avoidance_choice_indices
8,36,4948352923264,1,64,13006464,100032,100032,0,1664,30336,100096,64,avoidance_clear_scan_counts
8,37,4948353023360,2,64,13106560,200064,100032,0,3456,64896,200128,64,attack_reposition_countdowns.counters
8,38,4948353223488,2,64,13306688,200064,100032,0,2880,2880,200128,64,attack_cooldowns.counters
8,39,4948353423616,8,64,13506816,800256,100032,0,2304,6400,800320,64,target_handles
8,40,4948354223936,4,64,14307136,400128,100032,0,3904,20288,400192,64,target_locations.xs
8,41,4948354624128,4,64,14707328,400128,100032,0,2688,27264,400192,64,target_locations.ys
8,42,4948355024320,4,64,15107520,400128,100032,0,1472,34240,400192,64,target_locations.zs
8,43,4948355424512,4,64,15507712,400128,100032,0,256,41216,400192,64,target_velocities.xs
8,44,4948355824704,4,64,15907904,400128,100032,0,3136,48192,400192,64,target_velocities.ys
8,45,4948356224896,4,64,16308096,400128,100032,0,1920,55168,400192,64,target_velocities.zs
8,46,4948356625088,4,64,16708288,400128,100032,0,704,62144,400192,64,target_directions.xs
8,47,4948357025280,4,64,17108480,400128,100032,0,3584,3584,400192,64,target_directions.ys
8,48,4948357425472,4,64,17508672,400128,100032,0,2368,10560,400192,64,target_directions.zs
8,49,4948357825664,4,64,17908864,400128,100032,0,1152,17536,400192,64,intercept_times
8,50,4948358225856,4,64,18309056,400128,100032,0,4032,24512,400192,64,target_distance_sq
8,51,4948358626048,4,64,18709248,400128,100032,0,2816,31488,400192,64,target_distances
8,52,4948359026240,4,64,19109440,400128,100032,0,1600,38464,,,target_radii
9,0,4671851397120,8,64,0,600064,75008,0,0,0,600128,64,entity_handles
9,1,4671851997248,4,64,600128,300032,75008,0,2112,10304,300096,64,integral_biases
9,2,4671852297344,4,64,900224,300032,75008,0,3200,48256,300096,64,float_biases
9,3,4671852597440,1,64,1200320,75008,75008,0,192,20672,75072,64,tasks
9,4,4671852672512,4,64,1275392,300032,75008,0,1536,30208,300096,64,locations.xs
9,5,4671852972608,4,64,1575488,300032,75008,0,2624,2624,300096,64,locations.ys
9,6,4671853272704,4,64,1875584,300032,75008,0,3712,40576,300096,64,locations.zs
9,7,4671853572800,4,64,2175680,300032,75008,0,704,12992,300096,64,desired_move_locations.xs
9,8,4671853872896,4,64,2475776,300032,75008,0,1792,50944,300096,64,desired_move_locations.ys
9,9,4671854172992,4,64,2775872,300032,75008,0,2880,23360,300096,64,desired_move_locations.zs
9,10,4671854473088,4,64,3075968,300032,75008,0,3968,61312,300096,64,aim_directions.xs
9,11,4671854773184,4,64,3376064,300032,75008,0,960,33728,300096,64,aim_directions.ys
9,12,4671855073280,4,64,3676160,300032,75008,0,2048,6144,300096,64,aim_directions.zs
9,13,4671855373376,4,64,3976256,300032,75008,0,3136,44096,300096,64,desired_aiming_directions.xs
9,14,4671855673472,4,64,4276352,300032,75008,0,128,16512,300096,64,desired_aiming_directions.ys
9,15,4671855973568,4,64,4576448,300032,75008,0,1216,54464,300096,64,desired_aiming_directions.zs
9,16,4671856273664,4,64,4876544,300032,75008,0,2304,26880,300096,64,movement_directions.xs
9,17,4671856573760,4,64,5176640,300032,75008,0,3392,64832,300096,64,movement_directions.ys
9,18,4671856873856,4,64,5476736,300032,75008,0,384,37248,300096,64,movement_directions.zs
9,19,4671857173952,4,64,5776832,300032,75008,0,1472,9664,300096,64,velocities.xs
9,20,4671857474048,4,64,6076928,300032,75008,0,2560,47616,300096,64,velocities.ys
9,21,4671857774144,4,64,6377024,300032,75008,0,3648,20032,300096,64,velocities.zs
9,22,4671858074240,4,64,6677120,300032,75008,0,640,57984,300096,64,move_distances
9,23,4671858374336,4,64,6977216,300032,75008,0,1728,30400,300096,64,speeds
9,24,4671858674432,1,64,7277312,75008,75008,0,2816,2816,75072,64,teams
9,25,4671858749504,4,64,7352384,300032,75008,0,64,12352,300096,64,healths
9,26,4671859049600,8,64,7652480,600064,75008,0,1152,50304,600128,64,parent_handles
9,27,4671859649728,1,64,8252608,75008,75008,0,3264,60608,75072,64,awareness_scan_countdowns.counters
9,28,4671859724800,2,64,8327680,150016,75008,0,512,4608,150080,64,navigation_update_countdowns.remaining_ticks
9,29,4671859874880,2,64,8477760,150016,75008,0,3136,23616,150080,64,navigation_update_countdowns.periods
9,30,4671860024960,4,64,8627840,300032,75008,0,1664,42624,300096,64,separation_steering.xs
9,31,4671860325056,4,64,8927936,300032,75008,0,2752,15040,300096,64,separation_steering.ys
